id,destination_key_value,amount,timestamp,key,key_type,institution,branch,account_number,account_type,owner_type,owner_name,cnpj,company_name,registration_date,status,status_date,share_capital,branch_type,common_transfers_client,all_transfers
f5affce5-1d57-4996-85b5-040b2d40ac48,30c38967-4c4e-4372-9db1-3417c85ced02,99818.42,2024-11-17T14:39:49,30c38967-4c4e-4372-9db1-3417c85ced02,EVP,BANCO SANTANDER S.A.,7895,47025574,CONTA_CORRENTE,PESSOA_JURIDICA,Moraes,18852983293076,Moraes,1993-04-08,INATIVO,2024-10-11,5439451.11,MATRIZ,7,1142
ec5e2c36-8158-4bca-9dc0-e4ba2d114a07,duartedavi-luiz@example.net,85520.01,2021-04-27T05:08:10,duartedavi-luiz@example.net,EMAIL,ITAÚ UNIBANCO S.A.,6536,45133968,CONTA_CORRENTE,PESSOA_JURIDICA,Silva,94114707177005,Silva,2014-04-08,INATIVO,2024-11-09,9083595.9,MATRIZ,7,51
18b64562-b08b-4758-a620-339274764034,f56e436f-88e2-490a-9a26-9e2641583d88,24877.11,2024-02-21T23:03:02,f56e436f-88e2-490a-9a26-9e2641583d88,EVP,BANCO INTER S.A.,5353,75101484,CONTA_CORRENTE,PESSOA_JURIDICA,Viana,21987683160637,Viana,2008-04-13,ATIVO,2025-02-18,7786618.2,MATRIZ,9,473
15bb4160-0618-4b52-9ad3-f80ee8d5b916,8a5daf3f-87d5-4c80-bec9-91efe9cc6350,53353.81,2021-08-03T13:44:48,8a5daf3f-87d5-4c80-bec9-91efe9cc6350,EVP,BANCO DO BRASIL S.A.,9024,41546911,CONTA_POUPANCA,PESSOA_JURIDICA,Pinto - EI,39523270219653,Pinto - EI,1976-05-23,INATIVO,2024-10-28,6179303.95,FILIAL,9,596
4f94a174-2f3b-48c1-b455-52faf9bcb49d,henry17@example.org,80897.77,2024-03-17T14:32:02,henry17@example.org,EMAIL,BANCO ORIGINAL S.A.,7412,67335060,CONTA_CORRENTE,PESSOA_JURIDICA,Pinto S/A,27386730994930,Pinto S/A,2006-05-03,ATIVO,2024-08-23,742571.42,FILIAL,0,411
9882f6c6-fc44-4ba6-b474-23a34b54b8f7,5501162018998,26969.91,2024-03-11T02:46:38,5501162018998,PHONE,CAIXA ECONÔMICA FEDERAL,8683,58577757,CONTA_CORRENTE,PESSOA_JURIDICA,Cardoso S/A,38689939525574,Cardoso S/A,2018-01-31,ATIVO,2025-03-06,64521.37,MATRIZ,0,1136
65da3470-4496-4626-8946-c1905b591131,joao-felipesilva@example.net,41517.77,2020-09-19T05:01:30,joao-felipesilva@example.net,EMAIL,BANRISUL,3070,19330170,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,77018161855825,da Rocha,1976-11-28,ATIVO,2025-02-12,8094881.73,FILIAL,4,1126
c62d7ed8-8a3a-4361-b9cd-972bcf9d9b66,auroracardoso@example.org,87398.9,2023-11-20T10:10:35,auroracardoso@example.org,EMAIL,BANCO DO BRASIL S.A.,8262,15460250,CONTA_POUPANCA,PESSOA_JURIDICA,Campos,87522232538058,Campos,2020-03-22,INATIVO,2025-03-31,1103254.35,FILIAL,0,1150
908f71cf-d120-41a1-8097-188928be0f6c,marquesvinicius@example.org,62018.22,2025-02-16T16:55:13,marquesvinicius@example.org,EMAIL,BRADESCO S.A.,1529,99636206,CONTA_CORRENTE,PESSOA_JURIDICA,Albuquerque,66733213521025,Albuquerque,2006-05-16,ATIVO,2025-03-24,9324094.37,FILIAL,0,903
241c74ea-40e5-470f-b5d4-a6757992f3c1,ac26e6a3-7921-4548-a18a-ff861da64757,22066.64,2021-08-14T03:01:31,ac26e6a3-7921-4548-a18a-ff861da64757,EVP,BRADESCO S.A.,1386,18489982,CONTA_POUPANCA,PESSOA_JURIDICA,Fogaça Ltda.,91744278044339,Fogaca Ltda.,1980-02-07,ATIVO,2025-02-06,2097343.73,FILIAL,1,1144
33243a88-e211-4efe-b3ea-44a047e5a976,ad4f9e8f-faa9-4fd6-bc7e-e60e5081add8,47152.98,2024-12-23T00:36:22,ad4f9e8f-faa9-4fd6-bc7e-e60e5081add8,EVP,ITAÚ UNIBANCO S.A.,2396,72227267,CONTA_POUPANCA,PESSOA_JURIDICA,da Mota Mendonça - ME,31102781806633,da Mota Mendonca - ME,1987-03-22,ATIVO,2024-06-20,8302969.3,FILIAL,0,1076
8bcea782-0da2-4411-bf35-2285820152c0,9616a905-0693-4e01-8a0b-532c465f513c,86062.05,2023-05-14T00:15:11,9616a905-0693-4e01-8a0b-532c465f513c,EVP,BRADESCO S.A.,2567,29595476,CONTA_POUPANCA,PESSOA_JURIDICA,da Cruz e Filhos,03883131893939,da Cruz e Filhos,1985-11-20,ATIVO,2024-11-01,2119268.47,MATRIZ,0,55
9fb94c23-a560-466f-b167-051361b4299e,54245081331301,54445.5,2023-02-25T19:09:21,54245081331301,CNPJ,CAIXA ECONÔMICA FEDERAL,4950,80699011,CONTA_POUPANCA,PESSOA_JURIDICA,Camargo,54245081331301,Camargo,2018-01-20,INATIVO,2024-06-28,6610132.43,FILIAL,0,1031
01da721f-959a-4d31-bcb7-66b644a61f64,7bbbdcce-0819-4ed7-a2d7-c7c15286b691,59719.42,2024-06-21T07:36:14,7bbbdcce-0819-4ed7-a2d7-c7c15286b691,EVP,BANRISUL,4733,43711450,CONTA_POUPANCA,PESSOA_JURIDICA,Azevedo,38626002649526,Azevedo,2021-05-25,ATIVO,2025-01-21,6871048.61,FILIAL,0,985
5f4f950b-7d4f-4b50-b1e0-1bb0e40a5086,64599250314193,66577.26,2020-07-02T17:06:58,64599250314193,CNPJ,BANCO ORIGINAL S.A.,3415,79734380,CONTA_CORRENTE,PESSOA_JURIDICA,Ferreira S/A,64599250314193,Ferreira S/A,2012-07-20,INATIVO,2025-01-22,5463302.25,FILIAL,9,566
eca68304-3bb4-4bda-859e-0245364befe5,machadoana-julia@example.net,68188.02,2020-10-27T02:00:43,machadoana-julia@example.net,EMAIL,BANCO ORIGINAL S.A.,5508,49098600,CONTA_POUPANCA,PESSOA_JURIDICA,da Costa,27806621106450,da Costa,2019-09-09,ATIVO,2025-04-09,7573820.96,FILIAL,0,1173
678f33f0-d336-4ed7-806f-8fb3e9f22591,e3d5d7fe-50ac-408e-824a-2fefa43ab989,84237.45,2025-04-06T17:56:23,e3d5d7fe-50ac-408e-824a-2fefa43ab989,EVP,BANCO ORIGINAL S.A.,9922,33470352,CONTA_POUPANCA,PESSOA_JURIDICA,Monteiro S.A.,78440801870143,Monteiro S.A.,1999-05-22,INATIVO,2024-10-08,3484774.71,MATRIZ,7,1118
3899a11b-5021-49c1-824a-c139eb830dfb,a91d6186-7dec-4cd6-9d8a-2653d37a60fc,7845.44,2023-02-13T02:10:35,a91d6186-7dec-4cd6-9d8a-2653d37a60fc,EVP,BANCO INTER S.A.,1257,32859878,CONTA_CORRENTE,PESSOA_JURIDICA,Nunes,68995144565697,Nunes,1988-11-16,INATIVO,2024-09-29,2134457.55,MATRIZ,0,936
b1189ce8-d4b1-4be3-98ca-0c1ec862e081,5508155593226,61656.56,2025-05-09T14:21:48,5508155593226,PHONE,BANCO INTER S.A.,1054,95263836,CONTA_CORRENTE,PESSOA_JURIDICA,Lima,90989166650200,Lima,2015-01-29,INATIVO,2025-06-03,9989407.19,FILIAL,0,1017
2046eea0-68a7-49db-b977-88db383a6c9f,ana-laura72@example.org,76326.34,2024-08-27T06:42:18,ana-laura72@example.org,EMAIL,ITAÚ UNIBANCO S.A.,4228,80879780,CONTA_CORRENTE,PESSOA_JURIDICA,da Luz,58903973849400,da Luz,2018-10-11,ATIVO,2024-09-22,7288146.58,MATRIZ,9,820
92f5d61c-23b7-42df-b9f0-29dcbb5624be,maya79@example.com,78744.31,2023-11-29T14:54:41,maya79@example.com,EMAIL,BANCO ORIGINAL S.A.,3290,28172535,CONTA_POUPANCA,PESSOA_JURIDICA,Campos S/A,55918316354716,Campos S/A,1995-08-31,ATIVO,2024-09-24,8578583.9,FILIAL,10,421
b598c5d5-33e7-4226-b729-b60b429f37ae,2389ffe7-eb2a-450c-96d0-1a68dc9af1e3,25738.71,2022-11-16T23:31:57,2389ffe7-eb2a-450c-96d0-1a68dc9af1e3,EVP,BANCO ORIGINAL S.A.,4124,50555236,CONTA_CORRENTE,PESSOA_JURIDICA,Cavalcanti Mendes - EI,92269187018270,Cavalcanti Mendes - EI,1992-07-26,ATIVO,2025-05-14,5741108.58,MATRIZ,10,1143
2251c12b-6e8f-4bae-ab55-24896db39e1a,e47ea451-22c6-47ca-9434-8c3a29712922,47614.62,2021-02-21T02:15:42,e47ea451-22c6-47ca-9434-8c3a29712922,EVP,CAIXA ECONÔMICA FEDERAL,9814,66935263,CONTA_POUPANCA,PESSOA_JURIDICA,Ferreira,00972871933505,Ferreira,2021-06-29,INATIVO,2024-07-13,481187.96,FILIAL,4,68
fd5f3bd4-2be5-4e25-bf6a-778c6c187fbf,5196513991,42115.37,2023-05-29T09:11:45,5196513991,PHONE,BANCO DO BRASIL S.A.,2260,17736089,CONTA_CORRENTE,PESSOA_JURIDICA,Viana,84215945957130,Viana,1992-05-20,INATIVO,2024-11-15,3215901.9,FILIAL,0,1085
aa762258-a85c-4c0c-bd15-54eec0356001,08196463090,35089.63,2020-08-28T19:06:24,08196463090,PHONE,ITAÚ UNIBANCO S.A.,1846,90670102,CONTA_POUPANCA,PESSOA_JURIDICA,Porto,76992869075059,Porto,1998-06-14,ATIVO,2024-07-27,6422906.74,MATRIZ,0,593
8bb3092b-e455-4f08-a03a-40ce79e125be,95735760969855,64782.65,2023-07-07T21:10:18,95735760969855,CNPJ,BANCO ORIGINAL S.A.,9919,17005524,CONTA_CORRENTE,PESSOA_JURIDICA,Farias Jesus e Filhos,95735760969855,Farias Jesus e Filhos,1980-11-03,INATIVO,2024-09-07,7574748.58,MATRIZ,0,1157
5d5f1dba-9955-40ba-ba4b-263f0cb507b9,ycardoso@example.net,16721.62,2020-12-02T23:30:48,ycardoso@example.net,EMAIL,BANRISUL,4948,17429884,CONTA_POUPANCA,PESSOA_JURIDICA,Teixeira,27095027325621,Teixeira,1983-02-11,ATIVO,2025-01-19,1837236.95,FILIAL,2,487
b824aebb-0634-42ac-baa2-52c099c23a20,bianca48@example.net,47903.06,2024-03-05T14:20:37,bianca48@example.net,EMAIL,BANCO SANTANDER S.A.,1295,64342259,CONTA_CORRENTE,PESSOA_JURIDICA,Guerra,29773960283704,Guerra,2003-11-29,ATIVO,2024-07-26,6720618.93,FILIAL,0,599
c2c308cb-b966-4b3d-bc63-730738a612d0,93448409235978,35348.99,2023-12-15T03:20:32,93448409235978,CNPJ,BRADESCO S.A.,4077,62440143,CONTA_CORRENTE,PESSOA_JURIDICA,Alves - ME,93448409235978,Alves - ME,1991-05-30,ATIVO,2025-01-27,9779799.53,MATRIZ,0,485
e2cfc255-d004-4210-8e3b-deff77ab9815,d8beedb7-6761-47c5-bcb0-f8dc16f10948,73941.47,2023-11-29T10:08:39,d8beedb7-6761-47c5-bcb0-f8dc16f10948,EVP,ITAÚ UNIBANCO S.A.,4171,66116869,CONTA_POUPANCA,PESSOA_JURIDICA,Aragão Almeida S/A,68526297282120,Aragao Almeida S/A,2001-06-30,ATIVO,2024-10-29,4487997.6,FILIAL,0,982
5d3c302d-37b7-40e1-82ab-d8607d122aed,d60727f5-85c6-4df7-8f80-af7510c4df71,80148.15,2023-01-12T16:18:06,d60727f5-85c6-4df7-8f80-af7510c4df71,EVP,CAIXA ECONÔMICA FEDERAL,4800,38916351,CONTA_POUPANCA,PESSOA_JURIDICA,Caldeira,26688917853435,Caldeira,1985-11-29,ATIVO,2025-05-18,9596426.83,FILIAL,5,73
45497a48-d893-4d5b-af77-b46214ab19d5,a9789191-c5f2-4967-89c9-1342e754bbfe,23446.9,2022-06-22T14:57:16,a9789191-c5f2-4967-89c9-1342e754bbfe,EVP,BANRISUL,7981,95102321,CONTA_POUPANCA,PESSOA_JURIDICA,Pires Ribeiro e Filhos,13561459223598,Pires Ribeiro e Filhos,2002-03-07,ATIVO,2024-07-29,8307625.67,FILIAL,0,73
a651f2e4-baab-4161-bb5e-6fa9d7736502,61a41a2f-0ab0-4e08-9c82-dfc63feb0d3f,49318.0,2020-07-28T21:54:00,61a41a2f-0ab0-4e08-9c82-dfc63feb0d3f,EVP,BANCO SANTANDER S.A.,6403,86418789,CONTA_CORRENTE,PESSOA_JURIDICA,Novais Porto - ME,47810825454837,Novais Porto - ME,2005-12-07,ATIVO,2024-09-25,6167921.76,MATRIZ,0,584
32572a08-24af-4f00-9e09-c29ba1ea3057,claragomes@example.net,98485.62,2021-04-21T03:30:51,claragomes@example.net,EMAIL,BANCO SANTANDER S.A.,9808,39528004,CONTA_CORRENTE,PESSOA_JURIDICA,da Rosa,10628021990258,da Rosa,2010-12-28,ATIVO,2025-04-21,6853300.87,FILIAL,0,825
c13b4b23-8e8a-4177-b811-8926c04de0c1,66ad5e6d-1a1a-4c7c-b403-0ae94d68c0b7,30103.38,2024-02-29T10:59:25,66ad5e6d-1a1a-4c7c-b403-0ae94d68c0b7,EVP,BANRISUL,7436,97185326,CONTA_CORRENTE,PESSOA_JURIDICA,Albuquerque,10021750543814,Albuquerque,1993-08-12,ATIVO,2025-06-03,4631917.49,MATRIZ,7,595
cd15dcc1-9e56-40c7-9af5-16f34de0d2d4,cf276993-364b-463a-aad8-1d2237c2c64e,19314.56,2024-01-30T23:46:44,cf276993-364b-463a-aad8-1d2237c2c64e,EVP,BANCO SANTANDER S.A.,8547,49784316,CONTA_CORRENTE,PESSOA_JURIDICA,Teixeira Moura e Filhos,88261467989430,Teixeira Moura e Filhos,2017-04-12,INATIVO,2024-09-08,4579194.55,MATRIZ,0,1023
52723891-c761-4c8f-844e-a01c1d582d4f,7a379b85-603f-46f3-b180-d1830b984255,65565.66,2022-12-07T20:52:19,7a379b85-603f-46f3-b180-d1830b984255,EVP,ITAÚ UNIBANCO S.A.,9522,90301601,CONTA_POUPANCA,PESSOA_JURIDICA,Macedo Casa Grande S.A.,35881449487987,Macedo Casa Grande S.A.,1975-08-28,ATIVO,2024-09-14,3808623.86,FILIAL,3,1022
d1363a0e-6685-4552-a378-8ee7d574acf9,8a8db4eb-fab0-4ec2-8abd-741a71a3f792,98506.41,2025-05-30T01:04:46,8a8db4eb-fab0-4ec2-8abd-741a71a3f792,EVP,ITAÚ UNIBANCO S.A.,1110,77953965,CONTA_CORRENTE,PESSOA_JURIDICA,Caldeira,65474219770526,Caldeira,2023-04-18,ATIVO,2024-11-08,2297238.43,FILIAL,0,1014
70f56861-0c12-4b1e-8419-124b6da6c501,04135861080,20183.14,2021-03-09T08:13:20,04135861080,PHONE,BANRISUL,9076,46228972,CONTA_POUPANCA,PESSOA_JURIDICA,Guerra Albuquerque S/A,92182594947840,Guerra Albuquerque S/A,2004-12-25,ATIVO,2024-06-23,4595582.19,MATRIZ,3,500
9d740957-e69d-45a8-b8a2-83c6a79fc09d,5506113052032,43031.75,2022-11-02T07:01:31,5506113052032,PHONE,BANCO INTER S.A.,6526,34379334,CONTA_POUPANCA,PESSOA_JURIDICA,Pacheco e Filhos,40628080381193,Pacheco e Filhos,1991-06-13,ATIVO,2025-06-06,8241175.55,FILIAL,1,1147
6c732973-3815-4276-b166-a01de7524f27,98186553036104,9384.89,2022-09-12T08:56:51,98186553036104,CNPJ,ITAÚ UNIBANCO S.A.,3231,10055043,CONTA_CORRENTE,PESSOA_JURIDICA,Gomes S.A.,98186553036104,Gomes S.A.,2004-09-19,ATIVO,2024-07-28,2284455.28,FILIAL,0,568
9814a26f-3d52-4d4e-b093-21ba4523c554,d5a32456-93b6-42e6-9747-8e35393b51b1,94431.44,2023-09-29T20:04:49,d5a32456-93b6-42e6-9747-8e35393b51b1,EVP,BANCO DO BRASIL S.A.,2386,53079256,CONTA_CORRENTE,PESSOA_JURIDICA,Moraes,19116154684445,Moraes,2016-06-24,ATIVO,2025-03-02,9992272.7,FILIAL,0,1196
54207071-c61e-48ac-8053-e3b7b732ea2d,05153669872,20989.99,2023-08-01T16:21:46,05153669872,PHONE,CAIXA ECONÔMICA FEDERAL,7836,17433652,CONTA_POUPANCA,PESSOA_JURIDICA,Barbosa Cunha e Filhos,16598444328777,Barbosa Cunha e Filhos,1980-08-22,ATIVO,2025-02-14,3833803.6,FILIAL,5,592
211d7de7-75e2-48a3-846b-e0ed968057cd,5504142568256,70772.15,2021-05-17T20:12:43,5504142568256,PHONE,BANCO ORIGINAL S.A.,3996,55646590,CONTA_POUPANCA,PESSOA_JURIDICA,Brito Lima - EI,33680250586270,Brito Lima - EI,2001-04-27,ATIVO,2025-06-02,6889961.47,MATRIZ,1,573
17aa79ca-3b98-482c-9804-efcaa05380b7,csouza@example.com,62436.79,2023-03-24T23:14:08,csouza@example.com,EMAIL,CAIXA ECONÔMICA FEDERAL,6698,21219825,CONTA_POUPANCA,PESSOA_JURIDICA,Fonseca Lima S/A,54281737617822,Fonseca Lima S/A,2005-08-12,INATIVO,2025-04-18,160464.51,FILIAL,0,893
8c855f8b-4abf-41a6-90e8-59c37b21a798,69329594307663,52285.06,2025-02-08T00:37:21,69329594307663,CNPJ,BRADESCO S.A.,5151,44507837,CONTA_POUPANCA,PESSOA_JURIDICA,da Rosa,69329594307663,da Rosa,1984-04-03,ATIVO,2025-05-21,1437947.17,MATRIZ,0,1166
68cb3b08-e51e-44b3-be49-4b6507345e85,551160418599,63788.88,2023-04-27T19:07:51,551160418599,PHONE,BANCO BTG PACTUAL S.A.,2364,19423190,CONTA_POUPANCA,PESSOA_JURIDICA,Costela,14057462435989,Costela,2008-08-09,ATIVO,2025-04-01,7539339.61,MATRIZ,0,870
6593061d-459d-4344-93ea-f40897541306,ubarros@example.net,63439.2,2021-12-19T07:57:00,ubarros@example.net,EMAIL,BRADESCO S.A.,8080,27446619,CONTA_CORRENTE,PESSOA_JURIDICA,Sá,21679414433600,Sa,1992-02-19,ATIVO,2025-01-08,1398354.42,MATRIZ,0,584
b3b6f3cf-b7af-4c21-b5c5-9de894410dbd,nogueirapedro-lucas@example.net,88536.63,2024-02-12T23:17:29,nogueirapedro-lucas@example.net,EMAIL,CAIXA ECONÔMICA FEDERAL,5945,73679625,CONTA_CORRENTE,PESSOA_JURIDICA,Pastor S.A.,64109471966044,Pastor S.A.,1995-07-30,ATIVO,2024-10-14,2524063.0,FILIAL,0,990
96960733-51c7-40cc-8e1a-9daf1173d4c6,36725db0-377d-44f5-8010-d51afc1e6ea3,35391.78,2022-04-04T08:14:15,36725db0-377d-44f5-8010-d51afc1e6ea3,EVP,BANCO INTER S.A.,4630,41103149,CONTA_CORRENTE,PESSOA_JURIDICA,Cassiano,48350264536794,Cassiano,1995-12-01,ATIVO,2025-01-19,4432587.42,MATRIZ,7,1018
4b930185-72eb-4d7d-bfd1-bd81b79b27d4,maria-sophiaalbuquerque@example.org,64387.38,2022-11-17T07:37:26,maria-sophiaalbuquerque@example.org,EMAIL,CAIXA ECONÔMICA FEDERAL,2400,44429342,CONTA_POUPANCA,PESSOA_JURIDICA,Borges Sampaio Ltda.,77832601696807,Borges Sampaio Ltda.,1997-04-26,ATIVO,2024-12-25,4141934.54,FILIAL,0,424
ce7ae9df-1a65-4c59-8e55-002bd222c331,94cc27e5-c740-47f5-b0bd-7d8b5986a310,44960.45,2021-10-06T16:01:50,94cc27e5-c740-47f5-b0bd-7d8b5986a310,EVP,BANCO DO BRASIL S.A.,3736,41897544,CONTA_POUPANCA,PESSOA_JURIDICA,Porto,92791004849795,Porto,1981-08-23,INATIVO,2025-01-17,3259866.48,MATRIZ,4,38
0708d1de-b932-42c0-a679-473fdde47e9f,51895199751094,95853.45,2021-09-15T06:56:10,51895199751094,CNPJ,BANCO DO BRASIL S.A.,7837,31678776,CONTA_POUPANCA,PESSOA_JURIDICA,da Cruz S.A.,51895199751094,da Cruz S.A.,1988-05-21,ATIVO,2024-09-20,8659089.89,FILIAL,10,909
ebde1de7-0647-4a51-a3ba-89c30aaea880,555108537746,44708.34,2023-05-14T15:16:50,555108537746,PHONE,ITAÚ UNIBANCO S.A.,5666,86193153,CONTA_CORRENTE,PESSOA_JURIDICA,Pereira Ltda.,39254610851777,Pereira Ltda.,1995-08-04,ATIVO,2025-06-13,3821919.37,MATRIZ,0,522
37dba306-2c82-4af8-92d3-daf76db0cc1a,fariasjoana@example.com,57986.33,2025-02-28T07:28:59,fariasjoana@example.com,EMAIL,BANCO ORIGINAL S.A.,8330,15476230,CONTA_POUPANCA,PESSOA_JURIDICA,Leão S.A.,36990533824833,Leao S.A.,1984-09-11,ATIVO,2025-05-26,3661520.11,FILIAL,8,899
a1ec3ef9-3ac9-4fa8-b021-eafe6f77365d,7170138937,11481.89,2024-04-27T00:49:09,7170138937,PHONE,BANCO ORIGINAL S.A.,5233,65809747,CONTA_POUPANCA,PESSOA_JURIDICA,Lopes Sales - EI,15051139132127,Lopes Sales - EI,1995-02-26,INATIVO,2025-03-09,8714373.25,MATRIZ,0,92
a3eb9e72-49e3-4367-80a5-55ff8f04da1a,89845539931027,97137.55,2021-09-13T08:08:40,89845539931027,CNPJ,BANCO INTER S.A.,3368,11812640,CONTA_POUPANCA,PESSOA_JURIDICA,Azevedo,89845539931027,Azevedo,2020-07-29,ATIVO,2024-07-29,1369979.14,FILIAL,0,96
3168cef0-2386-47d7-816f-59be37fbc028,2c611bcc-2a5d-49ac-9e58-1456454d1245,90689.32,2021-06-06T03:33:10,2c611bcc-2a5d-49ac-9e58-1456454d1245,EVP,BANCO INTER S.A.,7272,59434681,CONTA_POUPANCA,PESSOA_JURIDICA,da Conceição Rocha e Filhos,90201520965274,da Conceicao Rocha e Filhos,2005-03-14,ATIVO,2024-12-26,2541271.73,FILIAL,2,1003
192cb346-76af-4a9f-a5ce-9f4894df4080,2105938543,56640.11,2022-10-23T01:35:38,2105938543,PHONE,BANCO ORIGINAL S.A.,6232,31994077,CONTA_CORRENTE,PESSOA_JURIDICA,Macedo da Rocha - ME,94042184221020,Macedo da Rocha - ME,1983-05-04,ATIVO,2024-07-27,8173952.96,MATRIZ,0,77
cedbeba0-a537-486d-97ef-b84f0b55f8ee,65791478456797,92185.63,2023-03-31T03:32:39,65791478456797,CNPJ,BANCO SANTANDER S.A.,8775,97986454,CONTA_CORRENTE,PESSOA_JURIDICA,Azevedo,65791478456797,Azevedo,2023-06-21,ATIVO,2024-09-12,119379.89,FILIAL,0,1096
e541288f-d761-40a0-894c-4494e99f6229,02181849680,33918.53,2023-07-15T20:01:17,02181849680,PHONE,BANCO BTG PACTUAL S.A.,3880,69709411,CONTA_POUPANCA,PESSOA_JURIDICA,Santos,31996054343705,Santos,1991-01-04,ATIVO,2024-07-09,6154211.96,FILIAL,0,498
a9132fe7-42c5-4620-805c-17b47d83c789,76e4cebe-281f-46cf-abf3-6bce5a18c76a,41810.96,2024-04-29T09:43:36,76e4cebe-281f-46cf-abf3-6bce5a18c76a,EVP,CAIXA ECONÔMICA FEDERAL,8065,59946600,CONTA_CORRENTE,PESSOA_JURIDICA,Lima,59133195307598,Lima,2014-10-13,INATIVO,2024-10-16,4569107.17,FILIAL,0,85
199d6247-b72e-4e5f-85ac-537b76542539,5505102821040,3107.45,2024-07-24T00:19:13,5505102821040,PHONE,ITAÚ UNIBANCO S.A.,3862,46104886,CONTA_POUPANCA,PESSOA_JURIDICA,Silva,23375110960960,Silva,1985-10-12,ATIVO,2024-07-14,7350291.01,MATRIZ,0,930
7c54bf12-bae0-4d73-8492-ab99a8825a1f,50999666110009,96282.72,2025-04-19T17:15:28,50999666110009,CNPJ,BANCO BTG PACTUAL S.A.,2051,39306580,CONTA_CORRENTE,PESSOA_JURIDICA,Ferreira - ME,50999666110009,Ferreira - ME,1983-12-11,ATIVO,2025-04-14,7573591.03,FILIAL,0,963
8f9ef5d0-7438-42e2-a616-d83ab67990db,e11e3ac3-753e-4d9e-bcf3-73cfdcad31fb,24951.78,2022-04-12T15:43:32,e11e3ac3-753e-4d9e-bcf3-73cfdcad31fb,EVP,BANCO DO BRASIL S.A.,7757,96313531,CONTA_CORRENTE,PESSOA_JURIDICA,Rocha - EI,28181318505253,Rocha - EI,1981-01-05,ATIVO,2024-11-27,9194272.72,FILIAL,0,947
65746342-bd90-4953-9ea6-92e242172fc6,05169575431,81903.22,2023-10-10T19:24:12,05169575431,PHONE,NUBANK,8246,96077130,CONTA_CORRENTE,PESSOA_JURIDICA,Nogueira S/A,72249995345382,Nogueira S/A,1985-07-07,ATIVO,2025-04-17,9595201.25,MATRIZ,0,1139
f5e01dbb-3564-43b5-9f3c-c5f34211ab90,50338542464135,54831.23,2020-10-02T13:23:16,50338542464135,CNPJ,BRADESCO S.A.,6368,20222144,CONTA_CORRENTE,PESSOA_JURIDICA,Silva Ltda.,50338542464135,Silva Ltda.,2020-01-13,ATIVO,2025-05-30,6013833.64,MATRIZ,1,1133
f03e09f6-b2f9-490e-96cb-78763084a633,21606392071985,83498.52,2021-10-16T16:12:07,21606392071985,CNPJ,BANCO BTG PACTUAL S.A.,6860,84553491,CONTA_POUPANCA,PESSOA_JURIDICA,Ramos e Filhos,21606392071985,Ramos e Filhos,1999-07-13,INATIVO,2024-11-15,7108274.42,MATRIZ,0,889
518c21d8-bf01-4f86-b12b-90933670d364,xsouza@example.net,20361.79,2021-09-24T02:49:28,xsouza@example.net,EMAIL,BRADESCO S.A.,3734,11417080,CONTA_CORRENTE,PESSOA_JURIDICA,Alves,84017228630790,Alves,2016-05-06,INATIVO,2024-07-22,1011696.05,MATRIZ,0,80
7712c96f-4a49-4783-aa39-98d1078384ef,vargasluiz-henrique@example.net,18675.93,2024-08-08T04:20:20,vargasluiz-henrique@example.net,EMAIL,CAIXA ECONÔMICA FEDERAL,9850,75629350,CONTA_POUPANCA,PESSOA_JURIDICA,Barros,66671824209912,Barros,2002-11-09,INATIVO,2025-05-30,4927979.25,MATRIZ,2,1022
e35385e6-3d2a-4551-b52a-1b3f6b47fb15,sophia15@example.com,15981.32,2024-04-04T03:16:18,sophia15@example.com,EMAIL,BRADESCO S.A.,1324,15226627,CONTA_POUPANCA,PESSOA_JURIDICA,da Rocha,04107429851249,da Rocha,2016-06-24,ATIVO,2025-04-10,8127054.84,MATRIZ,0,25
912d66aa-ffef-4c11-ae69-892f467169fd,7a4d9685-c2a7-4bc8-bfe5-b7476c63818a,17727.69,2022-01-15T14:06:09,7a4d9685-c2a7-4bc8-bfe5-b7476c63818a,EVP,BANCO INTER S.A.,1857,75773379,CONTA_CORRENTE,PESSOA_JURIDICA,Araújo e Filhos,08994176547230,Araujo e Filhos,2024-12-12,ATIVO,2025-05-25,5404240.97,FILIAL,0,37
69c0b362-427f-4075-973b-6f6b952016f9,raquelpeixoto@example.com,47445.77,2022-10-21T21:15:38,raquelpeixoto@example.com,EMAIL,BANCO DO BRASIL S.A.,9094,86865532,CONTA_POUPANCA,PESSOA_JURIDICA,Ferreira S/A,99262497187402,Ferreira S/A,1995-02-14,ATIVO,2025-03-31,2444205.12,MATRIZ,7,23
95fe2ba8-b13b-419c-a2de-bccdb6408ec1,da505c56-ad53-4206-bb06-55331b018d71,87291.58,2021-03-03T08:56:33,da505c56-ad53-4206-bb06-55331b018d71,EVP,BANCO BTG PACTUAL S.A.,8178,88769844,CONTA_POUPANCA,PESSOA_JURIDICA,Aparecida,35482166548503,Aparecida,1990-01-13,ATIVO,2025-05-09,2630027.83,FILIAL,0,57
